"proteinID","geneName","ratio0","ratio120","target","binder"
"YGL245W","GUS1",0.0553345017510994,0.332163687954531,TRUE,"nop6"
"YPR102C;YGR085C","RPL11A;RPL11B",0.00762609237617795,-0.0142809960955926,TRUE,"nop6"
"YIL035C","CKA1",0,1.13237942505287,FALSE,"nop6"
"YJL060W","BNA3",0,1.22718656043148,FALSE,"nop6"
"YKL041W","VPS24",0,-1.42371974237864,FALSE,"nop6"
"YKL127W","PGM1",0,0.0571383043935418,TRUE,"nop6"
"YLR249W","YEF3",-0.107694469659284,0.188780697792142,TRUE,"nop6"
"YLR270W","DCS1",0,1.22014418819378,FALSE,"nop6"
"YML125C","PGA3",0,1.86639369771677,FALSE,"nop6"
"YMR149W","SWP1",0,1.77799825566867,FALSE,"nop6"
"YNL112W","DBP2",0,-0.338870655264922,TRUE,"nop6"
"YOR356W","CIR2",0,-1.17019913954403,FALSE,"nop6"
"YPL106C","SSE1",-0.404343580406569,0.416731670820911,TRUE,"nop6"
"YPL231W","FAS2",0,-0.126596246596976,TRUE,"nop6"
"YAL038W","CDC19",0.393526032228356,0.109026176498367,TRUE,"nsr1_1"
"YAR002C-A","ERP1",-0.134524550809411,-0.0594799029967009,TRUE,"nsr1_1"
"YBL047C","EDE1",0,-1.1084874881914,FALSE,"nsr1_1"
"YBL099W","ATP1",0,0.20426594528956,TRUE,"nsr1_1"
"YCL030C","HIS4",-1.79535843438958,-1.27480854631881,FALSE,"nsr1_1"
"YCL040W","GLK1",0,-1.13036544418661,FALSE,"nsr1_1"
"YCR004C","YCP4",0,-0.255167238637017,TRUE,"nsr1_1"
"YCR012W","PGK1",-0.590288651417705,-1.1171300496689,FALSE,"nsr1_1"
"YDL061C","RPS29B",0,-1.3460778346162,FALSE,"nsr1_1"
"YDR019C","GCV1",0,1.41565051441473,FALSE,"nsr1_1"
"YDR064W","RPS13",0,-0.655557788030344,TRUE,"nsr1_1"
"YDR354W","TRP4",0,-0.0042911798325236,TRUE,"nsr1_1"
"YDR479C","PEX29",0,2.27268016762593,FALSE,"nsr1_1"
"YER091C","MET6",-1.30878746239336,-1.79350680409871,FALSE,"nsr1_1"
"YER110C","KAP123",0.0196307563355084,-0.0702241487655407,TRUE,"nsr1_1"
